"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
"New Engagement ad set",6612224241597,35-44,male,not_delivering,ad,123,157,1.27642276,"7-day click or 1-day view","Messaging conversations started",1,30.07,30.07,2025-02-16,Ongoing,2,15.035,191.52866242,1.27388535,,1,,,,,2023-07-20,2026-08-19
"Ad Online",6915913514997,18-24,female,not_delivering,ad,1303,1472,1.12970069,"7-day click or 1-day view",,,29.97,,2026-05-01,Ongoing,5,5.994,20.36005435,0.33967391,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834713224997,25-34,female,not_delivering,ad,351,415,1.18233618,"7-day click or 1-day view",,,29.9,,2025-09-07,Ongoing,1,29.9,72.04819277,0.24096386,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915920572797,25-34,male,not_delivering,ad,553,715,1.29294756,"7-day click or 1-day view",,,29.89,,2026-05-01,Ongoing,1,29.89,41.8041958,0.13986014,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685447204197,18-24,male,not_delivering,ad,723,781,1.0802213,"7-day click or 1-day view",,,29.76,,2025-04-26,Ongoing,1,29.76,38.1049936,0.12804097,,,,,,,2023-07-20,2026-08-19
SET1,6699359479597,35-44,male,not_delivering,ad,84,171,2.03571429,"7-day click or 1-day view",,,29.76,,2025-05-01,Ongoing,,,174.03508772,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953162565597,18-24,female,not_delivering,ad,1592,1722,1.08165829,"7-day click or 1-day view",,,29.26,,2026-06-09,Ongoing,2,14.63,16.99186992,0.11614402,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685447204197,25-34,male,not_delivering,ad,294,341,1.15986395,"7-day click or 1-day view",,,29.18,,2025-04-26,Ongoing,1,29.18,85.57184751,0.58651026,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769019900397,18-24,female,inactive,ad,211,249,1.18009479,"7-day click or 1-day view",,,29.18,,2025-07-15,Ongoing,,,117.18875502,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,25-34,female,not_delivering,ad,78,102,1.30769231,"7-day click or 1-day view",,,28.64,,2025-11-21,Ongoing,1,28.64,280.78431373,0.98039216,,,,,,,2023-07-20,2026-08-19
LPU,6826445864997,25-34,female,not_delivering,ad,259,304,1.17374517,"7-day click or 1-day view",,,28.63,,2025-11-08,Ongoing,1,28.63,94.17763158,0.65789474,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612224241597,18-24,female,not_delivering,ad,259,312,1.2046332,"7-day click or 1-day view",,,28.57,,2025-02-16,Ongoing,,,91.57051282,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832547839397,45-54,male,not_delivering,ad,60,94,1.56666667,"7-day click or 1-day view",,,28.02,,2025-11-21,Ongoing,2,14.01,298.08510638,1.06382979,,,,,,,2023-07-20,2026-08-19
SET1,6715762376997,18-24,unknown,archived,ad,1280,1665,1.30078125,"7-day click or 1-day view",,,27.7,,2025-05-13,Ongoing,4,6.925,16.63663664,0.3003003,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968397,25-34,male,not_delivering,ad,944,947,1.00317797,"7-day click or 1-day view",,,27.67,,2026-07-08,Ongoing,1,27.67,29.21858501,0.10559662,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988775509197,25-34,female,not_delivering,ad,337,400,1.18694362,"7-day click or 1-day view",,,27.67,,2026-08-05,Ongoing,,,69.175,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6810171527597,35-44,female,not_delivering,ad,264,325,1.23106061,"7-day click or 1-day view",,,27.32,,2025-09-07,Ongoing,1,27.32,84.06153846,0.61538462,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685447204197,18-24,female,not_delivering,ad,573,628,1.09598604,"7-day click or 1-day view","Messaging conversations started",1,27.2,27.2,2025-04-26,Ongoing,2,13.6,43.31210191,0.47770701,,1,,,,,2023-07-20,2026-08-19
"Ads - City",6941448197797,18-24,female,not_delivering,ad,891,955,1.07182941,"7-day click or 1-day view","Messaging conversations started",1,27.17,27.17,2026-05-30,Ongoing,2,13.585,28.45026178,0.31413613,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6988775509197,35-44,male,not_delivering,ad,244,313,1.28278689,"7-day click or 1-day view","Messaging conversations started",1,26.86,26.86,2026-08-05,Ongoing,3,8.95333333,85.81469649,0.95846645,,1,,,,,2023-07-20,2026-08-19
AMITY,6986105760397,35-44,female,not_delivering,ad,172,241,1.40116279,"7-day click or 1-day view",,,26.69,,2026-07-31,Ongoing,2,13.345,110.74688797,1.24481328,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6768975019797,35-44,female,not_delivering,ad,180,233,1.29444444,"7-day click or 1-day view",,,26.58,,2025-07-15,Ongoing,1,26.58,114.07725322,0.42918455,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6953168678397,18-24,female,not_delivering,ad,837,905,1.08124253,"7-day click or 1-day view",,,26.53,,2026-06-09,Ongoing,3,8.84333333,29.31491713,0.44198895,,,,,,,2023-07-20,2026-08-19
SET1,6668294202797,25-34,female,not_delivering,ad,136,157,1.15441176,"7-day click or 1-day view",,,26.43,,2025-04-09,Ongoing,2,13.215,168.34394904,1.27388535,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612224241597,25-34,female,not_delivering,ad,124,160,1.29032258,"7-day click or 1-day view",,,26.42,,2025-02-16,Ongoing,,,165.125,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910460698197,18-24,female,not_delivering,ad,1256,1360,1.08280255,"7-day click or 1-day view",,,26.42,,2026-04-26,Ongoing,5,5.284,19.42647059,0.66176471,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915920572797,18-24,female,not_delivering,ad,451,530,1.1751663,"7-day click or 1-day view",,,26.41,,2026-05-01,Ongoing,3,8.80333333,49.83018868,0.94339623,,,,,,,2023-07-20,2026-08-19
SET1,6805961553997,35-44,male,not_delivering,ad,456,585,1.28289474,"7-day click or 1-day view","Messaging conversations started",1,26.36,26.36,2025-05-13,Ongoing,1,26.36,45.05982906,0.51282051,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,35-44,female,inactive,ad,328,433,1.32012195,"7-day click or 1-day view",,,26.22,,2026-01-31,Ongoing,1,26.22,60.55427252,0.92378753,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab – Online",6917755072997,18-24,female,not_delivering,ad,784,881,1.12372449,"7-day click or 1-day view",,,26.17,,2026-05-06,Ongoing,1,26.17,29.70488082,0.22701476,,,,,,,2023-07-20,2026-08-19
SET1,6715760430597,18-24,unknown,not_delivering,ad,352,586,1.66477273,"7-day click or 1-day view",,,26.01,,2025-05-13,Ongoing,2,13.005,44.38566553,0.34129693,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,45-54,female,not_delivering,ad,48,88,1.83333333,"7-day click or 1-day view",,,25.94,,2025-11-21,Ongoing,1,25.94,294.77272727,3.40909091,,,,,,,2023-07-20,2026-08-19
LPU,6989431969797,35-44,female,not_delivering,ad,360,414,1.15,"7-day click or 1-day view","Messaging conversations started",1,25.68,25.68,2026-08-07,Ongoing,3,8.56,62.02898551,0.72463768,,1,,,,,2023-07-20,2026-08-19
SET1,6668298026597,18-24,male,not_delivering,ad,340,393,1.15588235,"7-day click or 1-day view","Messaging conversations started",1,25.57,25.57,2025-04-09,Ongoing,3,8.52333333,65.06361323,1.0178117,,1,,,,,2023-07-20,2026-08-19
SET1,6723531168397,35-44,female,not_delivering,ad,200,329,1.645,"7-day click or 1-day view",,,25.51,,2025-05-19,Ongoing,,,77.53799392,0.60790274,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6699157892597,65+,male,not_delivering,ad,480,574,1.19583333,"7-day click or 1-day view","Messaging conversations started",1,25.44,25.44,2025-05-01,Ongoing,3,8.48,44.32055749,1.56794425,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6953165576197,35-44,male,not_delivering,ad,614,657,1.07003257,"7-day click or 1-day view",,,25.4,,2026-06-09,Ongoing,,,38.66057839,0.456621,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6979195968397,25-34,female,not_delivering,ad,546,549,1.00549451,"7-day click or 1-day view",,,25.32,,2026-07-08,Ongoing,,,46.12021858,0.36429872,,,,,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723905597,25-34,female,not_delivering,ad,354,409,1.15536723,"7-day click or 1-day view","Link clicks",7,25.13,3.59,2026-03-13,Ongoing,7,3.59,61.44254279,1.71149144,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612219196997,35-44,female,not_delivering,ad,144,187,1.29861111,"7-day click or 1-day view","Messaging conversations started",1,24.87,24.87,2025-02-16,Ongoing,2,12.435,132.99465241,1.60427807,,1,,,,,2023-07-20,2026-08-19
LPU,6989431969997,18-24,female,not_delivering,ad,752,904,1.20212766,"7-day click or 1-day view",,,24.74,,2026-08-07,Ongoing,,,27.36725664,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727881197,35-44,male,not_delivering,ad,164,222,1.35365854,"7-day click or 1-day view",,,24.69,,2025-09-07,Ongoing,2,12.345,111.21621622,0.9009009,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6769019900397,35-44,male,inactive,ad,37,41,1.10810811,"7-day click or 1-day view",,,24.67,,2025-07-15,Ongoing,,,601.70731707,0,,,,,,,2023-07-20,2026-08-19
SET1,6668298026597,25-34,male,not_delivering,ad,208,246,1.18269231,"7-day click or 1-day view",,,24.59,,2025-04-09,Ongoing,2,12.295,99.95934959,0.81300813,,,,,,,2023-07-20,2026-08-19
"MMU MBA",6671478791597,35-44,female,not_delivering,ad,236,307,1.30084746,"7-day click or 1-day view",,,24.59,,2025-04-12,Ongoing,,,80.09771987,0.3257329,,,,,,,2023-07-20,2026-08-19
"ad set 1",6989195918997,25-34,male,not_delivering,ad,182,211,1.15934066,"7-day click or 1-day view",,,24.59,,2026-08-05,Ongoing,,,116.54028436,0,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6910460698197,25-34,female,not_delivering,ad,782,800,1.0230179,"7-day click or 1-day view",,,24.23,,2026-04-26,Ongoing,3,8.07666667,30.2875,0.5,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915913764397,35-44,female,not_delivering,ad,188,320,1.70212766,"7-day click or 1-day view",,,23.98,,2026-05-01,Ongoing,1,23.98,74.9375,0.9375,,,,,,,2023-07-20,2026-08-19
"Ad set",6887028625797,18-24,female,not_delivering,ad,270,362,1.34074074,"7-day click or 1-day view",,,23.69,,2026-03-22,Ongoing,1,23.69,65.44198895,0.55248619,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089397,35-44,female,inactive,ad,448,456,1.01785714,"7-day click or 1-day view",,,23.28,,2026-07-01,Ongoing,3,7.76,51.05263158,0.65789474,,,,,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091319197,25-34,male,not_delivering,ad,736,872,1.18478261,"7-day click or 1-day view",,,23.24,,2025-05-03,2025-05-07,2,11.62,26.65137615,0.2293578,,,,,,,2023-07-20,2026-08-19
LPU,6986170907797,18-24,female,not_delivering,ad,285,346,1.21403509,"7-day click or 1-day view",,,23.1,,2026-07-31,Ongoing,1,23.1,66.76300578,0.57803468,,,,,,,2023-07-20,2026-08-19
LPU,6989431969997,35-44,male,not_delivering,ad,189,225,1.19047619,"7-day click or 1-day view","Messaging conversations started",1,23.09,23.09,2026-08-07,Ongoing,1,23.09,102.62222222,0.44444444,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,35-44,male,not_delivering,ad,122,165,1.35245902,"7-day click or 1-day view",,,23.05,,2025-11-21,Ongoing,,,139.6969697,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6715699674797,45-54,female,not_delivering,ad,200,251,1.255,"7-day click or 1-day view",,,23.03,,2025-05-01,Ongoing,2,11.515,91.75298805,0.79681275,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929385597,18-24,male,inactive,ad,200,213,1.065,"7-day click or 1-day view",,,22.89,,2026-01-31,Ongoing,1,22.89,107.46478873,0.46948357,,,,,,,2023-07-20,2026-08-19
"ad set 1",6857977080197,35-44,female,not_delivering,ad,190,259,1.36315789,"7-day click or 1-day view",,,22.8,,2026-01-23,Ongoing,2,11.4,88.03088803,0.77220077,,,,,,,2023-07-20,2026-08-19
SET1,6732744864597,35-44,female,not_delivering,ad,208,522,2.50961538,"7-day click or 1-day view",,,22.45,,2025-05-20,Ongoing,1,22.45,43.00766284,0.19157088,,,,,,,2023-07-20,2026-08-19
SET1,6768966430597,35-44,male,not_delivering,ad,296,315,1.06418919,"7-day click or 1-day view",,,22.34,,2025-05-13,Ongoing,1,22.34,70.92063492,0.63492063,,,,,,,2023-07-20,2026-08-19
SET1,6707077774397,35-44,male,not_delivering,ad,148,196,1.32432432,"7-day click or 1-day view","Messaging conversations started",1,22.34,22.34,2025-05-01,Ongoing,2,11.17,113.97959184,2.04081633,,1,,,,,2023-07-20,2026-08-19
SET1,6668292481797,18-24,male,not_delivering,ad,406,458,1.12807882,"7-day click or 1-day view",,,22.28,,2025-04-09,Ongoing,2,11.14,48.64628821,0.43668122,,,,,,,2023-07-20,2026-08-19
"Ad set",6924474197197,25-34,female,not_delivering,ad,254,297,1.16929134,"7-day click or 1-day view",,,22.25,,2026-05-13,Ongoing,1,22.25,74.91582492,1.34680135,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896597,25-34,female,not_delivering,ad,303,326,1.07590759,"7-day click or 1-day view",,,22.2,,2026-08-03,Ongoing,3,7.4,68.09815951,0.9202454,,,,,,,2023-07-20,2026-08-19
"Ads - HP+Jammu",6915646915997,35-44,female,not_delivering,ad,352,492,1.39772727,"7-day click or 1-day view",,,22,,2026-04-26,Ongoing,2,11,44.71544715,0.40650407,,,,,,,2023-07-20,2026-08-19
"Ad set",6924471431597,18-24,unknown,not_delivering,ad,8,12,1.5,"7-day click or 1-day view",,,21.96,,2026-05-13,Ongoing,,,1830,0,,,,,,,2023-07-20,2026-08-19
"Ad Online",6914899011797,35-44,male,inactive,ad,220,296,1.34545455,"7-day click or 1-day view","Messaging conversations started",1,21.92,21.92,2026-05-01,Ongoing,2,10.96,74.05405405,1.68918919,,1,,,,,2023-07-20,2026-08-19
LPU,6986175747197,35-44,male,not_delivering,ad,31,36,1.16129032,"7-day click or 1-day view","Messaging conversations started",1,21.92,21.92,2026-07-31,Ongoing,1,21.92,608.88888889,2.77777778,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6987226896597,18-24,female,not_delivering,ad,792,871,1.09974747,"7-day click or 1-day view",,,21.76,,2026-08-03,Ongoing,2,10.88,24.98277842,0.34443169,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089797,25-34,unknown,active,ad,512,666,1.30078125,"7-day click or 1-day view",,,21.64,,2026-07-01,Ongoing,1,21.64,32.49249249,0.15015015,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861113921397,45-54,female,inactive,ad,152,257,1.69078947,"7-day click or 1-day view","Messaging conversations started",1,21.63,21.63,2026-01-31,Ongoing,2,10.815,84.16342412,0.77821012,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861112894797,45-54,female,not_delivering,ad,296,396,1.33783784,"7-day click or 1-day view","Messaging conversations started",1,21.56,21.56,2026-01-31,Ongoing,4,5.39,54.44444444,1.01010101,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6857822967997,25-34,male,not_delivering,ad,241,282,1.17012448,"7-day click or 1-day view",,,21.52,,2026-01-23,Ongoing,1,21.52,76.31205674,0.35460993,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6707055838397,35-44,female,not_delivering,ad,456,604,1.3245614,"7-day click or 1-day view",,,21.4,,2025-04-18,Ongoing,1,21.4,35.43046358,0.33112583,,,,,,,2023-07-20,2026-08-19
LPU,6989431969397,18-24,female,not_delivering,ad,1136,1247,1.09771127,"7-day click or 1-day view",,,21.29,,2026-08-07,Ongoing,2,10.645,17.07297514,0.16038492,,,,,,,2023-07-20,2026-08-19
SET1,6700709797997,25-34,female,inactive,ad,200,245,1.225,"7-day click or 1-day view",,,21.24,,2025-05-01,Ongoing,,,86.69387755,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093708597,18-24,unknown,not_delivering,ad,384,742,1.93229167,"7-day click or 1-day view",,,21.23,,2026-04-27,Ongoing,2,10.615,28.61185984,0.40431267,,,,,,,2023-07-20,2026-08-19
SET1,6668292481797,25-34,male,not_delivering,ad,273,315,1.15384615,"7-day click or 1-day view",,,20.99,,2025-04-09,Ongoing,2,10.495,66.63492063,1.26984127,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448597,18-24,female,not_delivering,ad,942,997,1.05838641,"7-day click or 1-day view","Messaging conversations started",1,20.95,20.95,2026-05-30,Ongoing,4,5.2375,21.01303912,0.40120361,,1,,,,,2023-07-20,2026-08-19
SET1,6675261136397,25-34,female,not_delivering,ad,163,180,1.10429448,"7-day click or 1-day view","Messaging conversations started",1,20.93,20.93,2025-04-17,Ongoing,2,10.465,116.27777778,2.22222222,,1,,,,,2023-07-20,2026-08-19
SET1,6675265142397,25-34,female,not_delivering,ad,370,412,1.11351351,"7-day click or 1-day view",,,20.89,,2025-04-17,Ongoing,,,50.7038835,0.48543689,,,,,,,2023-07-20,2026-08-19
LPU,6986175747197,18-24,male,not_delivering,ad,452,579,1.28097345,"7-day click or 1-day view",,,20.85,,2026-07-31,Ongoing,2,10.425,36.01036269,0.34542314,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915941077397,18-24,male,not_delivering,ad,78,105,1.34615385,"7-day click or 1-day view",,,20.82,,2026-05-03,Ongoing,,,198.28571429,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6924458397797,18-24,unknown,not_delivering,ad,24,37,1.54166667,"7-day click or 1-day view",,,20.73,,2026-05-13,Ongoing,2,10.365,560.27027027,2.7027027,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915936952997,35-44,female,not_delivering,ad,195,228,1.16923077,"7-day click or 1-day view","Messaging conversations started",2,20.73,10.365,2026-05-03,Ongoing,3,6.91,90.92105263,1.75438596,,2,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915941077397,25-34,female,not_delivering,ad,33,64,1.93939394,"7-day click or 1-day view",,,20.51,,2026-05-03,Ongoing,,,320.46875,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,55-64,male,not_delivering,ad,69,95,1.37681159,"7-day click or 1-day view",,,20.41,,2025-11-21,Ongoing,1,20.41,214.84210526,1.05263158,,,,,,,2023-07-20,2026-08-19
"Ad set",6924474197197,25-34,male,not_delivering,ad,505,565,1.11881188,"7-day click or 1-day view",,,20.27,,2026-05-13,Ongoing,3,6.75666667,35.87610619,0.7079646,,,,,,,2023-07-20,2026-08-19
"Ads - City",6941573216797,25-34,male,inactive,ad,698,745,1.06733524,"7-day click or 1-day view","Messaging conversations started",1,20.06,20.06,2026-05-30,Ongoing,5,4.012,26.9261745,0.80536913,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,25-34,female,inactive,ad,646,727,1.125387,"7-day click or 1-day view","Messaging conversations started",1,19.94,19.94,2026-01-31,Ongoing,4,4.985,27.42778542,0.96286107,,1,,,,,2023-07-20,2026-08-19
LPU,6989431969997,18-24,male,not_delivering,ad,660,740,1.12121212,"7-day click or 1-day view",,,19.92,,2026-08-07,Ongoing,6,3.32,26.91891892,0.81081081,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6789161764997,18-24,male,not_delivering,ad,215,263,1.22325581,"7-day click or 1-day view","Messaging conversations started",1,19.89,19.89,2025-07-15,Ongoing,1,19.89,75.62737643,0.38022814,,1,,,,,2023-07-20,2026-08-19
"ad set 1",6861112894797,55-64,male,not_delivering,ad,172,248,1.44186047,"7-day click or 1-day view",,,19.75,,2026-01-31,Ongoing,2,9.875,79.63709677,0.80645161,,,,,,,2023-07-20,2026-08-19
LPU,6986170907797,25-34,male,not_delivering,ad,151,179,1.18543046,"7-day click or 1-day view",,,19.68,,2026-07-31,Ongoing,1,19.68,109.94413408,1.11731844,,,,,,,2023-07-20,2026-08-19
SET1,6699094078397,25-34,male,not_delivering,ad,233,287,1.23175966,"7-day click or 1-day view",,,19.44,,2025-05-01,Ongoing,,,67.73519164,0.34843206,,,,,,,2023-07-20,2026-08-19
"Ad Online",6915913764397,18-24,unknown,not_delivering,ad,0,14,0,"7-day click or 1-day view",,,19.41,,2026-05-01,Ongoing,,,1386.42857143,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6804632076397,65+,male,not_delivering,ad,128,291,2.2734375,"7-day click or 1-day view","Messaging conversations started",1,19.31,19.31,2025-09-07,Ongoing,2,9.655,66.35738832,1.03092784,,1,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548474197,25-34,female,not_delivering,ad,84,114,1.35714286,"7-day click or 1-day view",,,19.25,,2025-11-21,Ongoing,,,168.85964912,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612225768597,18-24,female,not_delivering,ad,199,221,1.11055276,"7-day click or 1-day view",,,19.13,,2025-02-16,Ongoing,3,6.37666667,86.56108597,1.35746606,,,,,,,2023-07-20,2026-08-19
SET1,6732746421397,35-44,male,not_delivering,ad,156,265,1.69871795,"7-day click or 1-day view",,,19.07,,2025-05-20,Ongoing,,,71.96226415,0.37735849,,,,,,,2023-07-20,2026-08-19
"Messages Ad: 🎓Admission Open for - Distance & Online Learning...",6703091319197,25-34,female,not_delivering,ad,762,795,1.04330709,"7-day click or 1-day view",,,19,,2025-05-03,2025-05-07,,,23.89937107,0.12578616,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861084796397,45-54,male,inactive,ad,174,249,1.43103448,"7-day click or 1-day view",,,18.86,,2026-01-31,Ongoing,,,75.74297189,0.40160643,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832548169597,45-54,female,not_delivering,ad,28,50,1.78571429,"7-day click or 1-day view","Messaging conversations started",2,18.73,9.365,2025-11-21,Ongoing,2,9.365,374.6,4,,2,,,,,2023-07-20,2026-08-19
SET1,6732747399197,18-24,female,archived,ad,146,158,1.08219178,"7-day click or 1-day view",,,18.55,,2025-05-13,Ongoing,,,117.40506329,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6675809957397,35-44,male,not_delivering,ad,416,517,1.24278846,"7-day click or 1-day view",,,18.49,,2025-04-18,Ongoing,,,35.76402321,0,,,,,,,2023-07-20,2026-08-19
"New Set",6703426842997,35-44,female,not_delivering,ad,155,210,1.35483871,"7-day click or 1-day view",,,18.24,,2025-05-03,Ongoing,,,86.85714286,0,,,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6941440448597,18-24,male,not_delivering,ad,960,1005,1.046875,"7-day click or 1-day view",,,18.2,,2026-05-30,Ongoing,3,6.06666667,18.10945274,0.49751244,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6832539425597,18-24,unknown,not_delivering,ad,3,5,1.66666667,"7-day click or 1-day view",,,18.17,,2025-11-21,Ongoing,,,3634,0,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6977309658397,35-44,male,inactive,ad,332,371,1.11746988,"7-day click or 1-day view",,,18.14,,2026-07-01,Ongoing,,,48.89487871,0.26954178,,,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,25-34,unknown,not_delivering,ad,192,429,2.234375,"7-day click or 1-day view",,,18.14,,2026-01-31,Ongoing,1,18.14,42.28438228,0.6993007,,,,,,,2023-07-20,2026-08-19
"ad set 1",6881705351597,45-54,female,not_delivering,ad,264,426,1.61363636,"7-day click or 1-day view",,,18.07,,2026-01-31,Ongoing,2,9.035,42.41784038,0.70422535,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6685419928797,35-44,male,not_delivering,ad,272,325,1.19485294,"7-day click or 1-day view",,,18.05,,2025-04-26,Ongoing,2,9.025,55.53846154,0.92307692,,,,,,,2023-07-20,2026-08-19
"New Traffic ad set",6641565898597,35-44,male,not_delivering,ad,2704,3704,1.36982249,"7-day click or 1-day view","Link clicks",29,17.98,0.62,2025-03-29,Ongoing,29,0.62,4.85421166,0.78293737,,,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915936952997,18-24,male,not_delivering,ad,148,184,1.24324324,"7-day click or 1-day view","Messaging conversations started",3,17.94,5.98,2026-05-03,Ongoing,3,5.98,97.5,2.7173913,,3,,,,,2023-07-20,2026-08-19
"Ad Set 1",6915941077397,35-44,female,not_delivering,ad,48,66,1.375,"7-day click or 1-day view",,,17.93,,2026-05-03,Ongoing,,,271.66666667,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - 1",6833677863397,35-44,female,not_delivering,ad,77,123,1.5974026,"7-day click or 1-day view",,,17.52,,2025-11-21,Ongoing,,,142.43902439,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6988775509197,35-44,female,not_delivering,ad,172,211,1.22674419,"7-day click or 1-day view",,,17.5,,2026-08-05,Ongoing,1,17.5,82.93838863,0.47393365,,,,,,,2023-07-20,2026-08-19
"Post: ""Want to Study Overseas?""",6881723905597,35-44,male,not_delivering,ad,491,554,1.12830957,"7-day click or 1-day view","Link clicks",5,17.44,3.488,2026-03-13,Ongoing,5,3.488,31.4801444,0.90252708,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6790435815797,35-44,male,not_delivering,ad,172,198,1.15116279,"7-day click or 1-day view",,,17.44,,2025-07-15,Ongoing,1,17.44,88.08080808,1.01010101,,,,,,,2023-07-20,2026-08-19
"Ad set 1",6976611089197,25-34,male,inactive,ad,581,616,1.06024096,"7-day click or 1-day view",,,17.33,,2026-07-01,Ongoing,,,28.13311688,0.32467532,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6810171527597,65+,male,not_delivering,ad,168,222,1.32142857,"7-day click or 1-day view",,,17.28,,2025-09-07,Ongoing,,,77.83783784,0,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830713058797,35-44,female,not_delivering,ad,66,104,1.57575758,"7-day click or 1-day view",,,17.13,,2025-11-18,Ongoing,1,17.13,164.71153846,0.96153846,,,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6834727221197,35-44,male,not_delivering,ad,108,166,1.53703704,"7-day click or 1-day view",,,17.05,,2025-09-07,Ongoing,,,102.71084337,0,,,,,,,2023-07-20,2026-08-19
"Ad set",6887946017597,25-34,male,not_delivering,ad,206,260,1.26213592,"7-day click or 1-day view",,,16.86,,2026-03-22,Ongoing,,,64.84615385,0,,,,,,,2023-07-20,2026-08-19
"ad set 1",6872929829797,35-44,male,inactive,ad,552,669,1.21195652,"7-day click or 1-day view",,,16.6,,2026-01-31,Ongoing,3,5.53333333,24.81315396,0.59790732,,,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,65+,male,not_delivering,ad,160,376,2.35,"7-day click or 1-day view",,,16.57,,2026-01-23,Ongoing,1,16.57,44.06914894,0.53191489,,,,,,,2023-07-20,2026-08-19
