"Ad set name","Ad ID",Age,Gender,"Delivery status","Delivery level",Reach,Impressions,Frequency,"Attribution setting","Result type",Results,"Amount spent (INR)","Cost per result",Starts,Ends,"Link clicks","CPC (cost per link click)","CPM (cost per 1,000 impressions)","CTR (all)","Messaging conversations replied","Messaging conversations started","Unique CTR (all)","Cost per lead",Leads,"Leads conversion value","Reporting starts","Reporting ends"
"Ad set 1",6990852904797,18-24,female,active,ad,90880,130947,1.44087808,"7-day click or 1-day view","Messaging conversations started",43,1999.43,46.49837209,2026-07-01,Ongoing,1132,1.76628092,15.26900196,0.96909437,,43,,,,,2023-07-20,2026-08-19
"Ad set 1",6990852904797,18-24,male,active,ad,97280,136559,1.40377262,"7-day click or 1-day view","Messaging conversations started",50,1974.82,39.4964,2026-07-01,Ongoing,1380,1.43102899,14.46129512,1.10135546,,50,,,,,2023-07-20,2026-08-19
"Ad set 1",6959678385597,35-44,male,not_delivering,ad,24192,45589,1.88446594,"7-day click or 1-day view","Messaging conversations started",17,1912.04,112.47294118,2026-06-14,Ongoing,133,14.3762406,41.94081906,0.43650881,,17,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6915640775197,25-34,male,not_delivering,ad,42304,59166,1.39859115,"7-day click or 1-day view","Messaging conversations started",22,1908.84,86.76545455,2026-04-27,Ongoing,209,9.13320574,32.26244803,0.44451205,,22,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6804632076397,25-34,male,not_delivering,ad,34080,49428,1.45035211,"7-day click or 1-day view","Messaging conversations started",12,1881.28,156.77333333,2025-09-07,Ongoing,123,15.29495935,38.06101805,0.33584203,,12,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6804632076397,18-24,female,not_delivering,ad,52224,76846,1.47146906,"7-day click or 1-day view","Messaging conversations started",9,1845.44,205.04888889,2025-09-07,Ongoing,141,13.08822695,24.01478281,0.28368425,,9,,,,,2023-07-20,2026-08-19
SET1,6729387108797,18-24,male,not_delivering,ad,25680,42886,1.67001558,"7-day click or 1-day view","Messaging conversations started",16,1757.66,109.85375,2025-05-19,Ongoing,75,23.43546667,40.98447046,0.31245628,,16,,,,,2023-07-20,2026-08-19
SET1,6699121269397,18-24,female,not_delivering,ad,43168,79723,1.84680782,"7-day click or 1-day view","Messaging conversations started",14,1740.67,124.33357143,2025-05-01,Ongoing,155,11.23012903,21.83397514,0.27846418,,14,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,25-34,male,not_delivering,ad,19488,48406,2.48388752,"7-day click or 1-day view","Messaging conversations started",79,1718.63,21.75481013,2025-03-29,Ongoing,206,8.34286408,35.50448292,0.88831963,,79,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,45-54,male,not_delivering,ad,19520,33909,1.73714139,"7-day click or 1-day view","Messaging conversations started",20,1704.55,85.2275,2026-01-31,Ongoing,129,13.21356589,50.26836533,0.62815182,,20,,,,,2023-07-20,2026-08-19
"ad set 1",6991650447397,25-34,male,not_delivering,ad,33248,45271,1.36161574,"7-day click or 1-day view","Messaging conversations started",18,1690.4,93.91111111,2026-08-05,Ongoing,226,7.47964602,37.33957721,0.55664774,,18,,,,,2023-07-20,2026-08-19
SET1,6668286970397,18-24,male,not_delivering,ad,36896,63163,1.71191999,"7-day click or 1-day view","Messaging conversations started",14,1686.55,120.46785714,2025-04-09,Ongoing,110,15.33227273,26.70154996,0.34513877,,14,,,,,2023-07-20,2026-08-19
SET1,6699121269397,18-24,male,not_delivering,ad,43008,77630,1.80501302,"7-day click or 1-day view","Messaging conversations started",17,1682.41,98.96529412,2025-05-01,Ongoing,174,9.66902299,21.67216282,0.31044699,,17,,,,,2023-07-20,2026-08-19
SET1,6668286970397,25-34,male,not_delivering,ad,21376,42080,1.96856287,"7-day click or 1-day view","Messaging conversations started",5,1655.36,331.072,2025-04-09,Ongoing,70,23.648,39.33840304,0.33032319,,5,,,,,2023-07-20,2026-08-19
SET1,6668286970397,18-24,female,not_delivering,ad,35296,63852,1.80904352,"7-day click or 1-day view","Messaging conversations started",8,1570.25,196.28125,2025-04-09,Ongoing,110,14.275,24.59202531,0.31635657,,8,,,,,2023-07-20,2026-08-19
"Ad set 1",6989198212397,18-24,male,active,ad,46336,68261,1.47317421,"7-day click or 1-day view","Messaging conversations started",16,1544.79,96.549375,2026-07-01,Ongoing,339,4.55690265,22.63063829,0.54643208,,16,,,,,2023-07-20,2026-08-19
SET1,6732747696197,18-24,female,not_delivering,ad,28416,45399,1.59765625,"7-day click or 1-day view","Messaging conversations started",12,1521.21,126.7675,2025-05-13,Ongoing,85,17.89658824,33.50756625,0.31939029,,12,,,,,2023-07-20,2026-08-19
"ad set 1",6988775707397,25-34,male,not_delivering,ad,36480,53117,1.45605811,"7-day click or 1-day view","Messaging conversations started",15,1498.05,99.87,2026-08-05,Ongoing,179,8.36899441,28.20283525,0.40100156,1,15,,,,,2023-07-20,2026-08-19
SET1,6723531168397,18-24,male,not_delivering,ad,16456,28199,1.7135999,"7-day click or 1-day view","Messaging conversations started",16,1473.78,92.11125,2025-05-19,Ongoing,95,15.51347368,52.26355545,0.49292528,,16,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6805961224197,18-24,female,not_delivering,ad,22752,33337,1.46523383,"7-day click or 1-day view","Messaging conversations started",15,1459.67,97.31133333,2025-09-07,Ongoing,55,26.53945455,43.78528362,0.28196898,,15,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132997,18-24,female,not_delivering,ad,21248,30430,1.43213479,"7-day click or 1-day view","Messaging conversations started",8,1453.35,181.66875,2025-05-25,Ongoing,70,20.76214286,47.76043378,0.39106145,,8,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,18-24,male,not_delivering,ad,17392,26149,1.50350736,"7-day click or 1-day view","Messaging conversations started",10,1446.18,144.618,2025-05-25,Ongoing,63,22.9552381,55.30536541,0.39007228,,10,,,,,2023-07-20,2026-08-19
SET1,6732747696197,25-34,male,not_delivering,ad,19584,30580,1.56147876,"7-day click or 1-day view","Messaging conversations started",8,1420.79,177.59875,2025-05-13,Ongoing,72,19.73319444,46.46141269,0.38914323,,8,,,,,2023-07-20,2026-08-19
SET1,6723531168397,25-34,male,not_delivering,ad,11416,20090,1.75981079,"7-day click or 1-day view","Messaging conversations started",12,1418.73,118.2275,2025-05-19,Ongoing,62,22.88274194,70.61871578,0.50771528,,12,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,25-34,male,active,ad,34304,48995,1.4282591,"7-day click or 1-day view","Messaging conversations started",9,1401.33,155.70333333,2026-07-01,Ongoing,123,11.39292683,28.60148995,0.32248189,,9,,,,,2023-07-20,2026-08-19
SET1,6715760430597,25-34,female,not_delivering,ad,13920,22824,1.63965517,"7-day click or 1-day view","Messaging conversations started",14,1379.9,98.56428571,2025-05-13,Ongoing,57,24.20877193,60.45828952,0.49071153,,14,,,,,2023-07-20,2026-08-19
"Ad set 1",6959678385597,35-44,female,not_delivering,ad,15936,27090,1.6999247,"7-day click or 1-day view","Messaging conversations started",8,1355.66,169.4575,2026-06-14,Ongoing,73,18.57068493,50.04282023,0.44296788,,8,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132597,18-24,male,not_delivering,ad,20032,30807,1.53788938,"7-day click or 1-day view","Messaging conversations started",2,1334.53,667.265,2025-05-25,Ongoing,63,21.18301587,43.31905087,0.39276788,,2,,,,,2023-07-20,2026-08-19
"Ad set 1",6990852904797,35-44,female,active,ad,33408,46935,1.40490302,"7-day click or 1-day view","Messaging conversations started",31,1320.88,42.60903226,2026-07-01,Ongoing,618,2.13734628,28.14275061,1.45094279,,31,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830723550797,25-34,male,not_delivering,ad,11600,17562,1.51396552,"7-day click or 1-day view","Messaging conversations started",3,1267.94,422.64666667,2025-11-18,Ongoing,57,22.2445614,72.19792734,0.50677599,,3,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6915640775197,25-34,female,not_delivering,ad,25344,36069,1.42317708,"7-day click or 1-day view","Messaging conversations started",11,1259.11,114.46454545,2026-04-27,Ongoing,116,10.85439655,34.90837007,0.41032466,,11,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,18-24,male,not_delivering,ad,24304,52664,2.16688611,"7-day click or 1-day view","Messaging conversations started",38,1256.91,33.07657895,2025-03-29,Ongoing,157,8.00579618,23.86658818,0.65889412,,38,,,,,2023-07-20,2026-08-19
"ad set 1",6991650447397,18-24,male,not_delivering,ad,36960,52015,1.40733225,"7-day click or 1-day view","Messaging conversations started",15,1237.34,82.48933333,2026-08-05,Ongoing,329,3.76091185,23.78813804,0.65750264,,15,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132997,25-34,female,not_delivering,ad,14208,18279,1.28652872,"7-day click or 1-day view","Messaging conversations started",3,1216.39,405.46333333,2025-05-25,Ongoing,43,28.28813953,66.5457629,0.43218994,,3,,,,,2023-07-20,2026-08-19
"Ad set 1",6953152264197,25-34,male,not_delivering,ad,24064,36976,1.53656915,"7-day click or 1-day view","Messaging conversations started",9,1186.62,131.84666667,2026-06-09,Ongoing,100,11.8662,32.091627,0.36510169,,9,,,,,2023-07-20,2026-08-19
"Ad set 1",6953152264197,25-34,female,not_delivering,ad,22336,32554,1.45746777,"7-day click or 1-day view","Messaging conversations started",5,1176.24,235.248,2026-06-09,Ongoing,129,9.11813953,36.13196535,0.50377834,,5,,,,,2023-07-20,2026-08-19
SET1,6729387108797,18-24,female,not_delivering,ad,17120,28393,1.65846963,"7-day click or 1-day view","Messaging conversations started",9,1173.54,130.39333333,2025-05-19,Ongoing,50,23.4708,41.33201846,0.32402353,,9,,,,,2023-07-20,2026-08-19
SET1,6668286970397,25-34,female,not_delivering,ad,17216,28564,1.65915428,"7-day click or 1-day view","Messaging conversations started",11,1171.8,106.52727273,2025-04-09,Ongoing,56,20.925,41.02366615,0.33958829,,11,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6911093708597,35-44,male,not_delivering,ad,17792,38738,2.17727068,"7-day click or 1-day view","Messaging conversations started",23,1165.55,50.67608696,2026-04-27,Ongoing,138,8.44601449,30.08802726,0.45691569,,23,,,,,2023-07-20,2026-08-19
"ad set 1",6858002122997,25-34,male,not_delivering,ad,18928,34774,1.83717244,"7-day click or 1-day view","Messaging conversations started",7,1163.05,166.15,2026-01-23,Ongoing,128,9.08632812,33.44596538,0.47449244,1,7,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6612223448397,25-34,male,not_delivering,ad,8608,15108,1.75511152,"7-day click or 1-day view","Messaging conversations started",9,1159.87,128.87444444,2025-02-16,Ongoing,41,28.2895122,76.77190892,0.45671168,,9,,,,,2023-07-20,2026-08-19
"ad set 1",6988775707397,25-34,female,not_delivering,ad,23072,33198,1.43888696,"7-day click or 1-day view","Messaging conversations started",8,1151.37,143.92125,2026-08-05,Ongoing,108,10.66083333,34.68190855,0.36146756,,8,,,,,2023-07-20,2026-08-19
SET1,6724323110397,25-34,female,not_delivering,ad,15200,23584,1.55157895,"7-day click or 1-day view","Messaging conversations started",5,1130.69,226.138,2025-05-20,Ongoing,59,19.16423729,47.94309701,0.36889417,,5,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393132997,35-44,male,not_delivering,ad,10464,13647,1.30418578,"7-day click or 1-day view","Messaging conversations started",1,1118.6,1118.6,2025-05-25,Ongoing,41,27.28292683,81.96673262,0.63017513,,1,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,18-24,female,active,ad,32352,49974,1.54469585,"7-day click or 1-day view","Messaging conversations started",4,1108.34,277.085,2026-07-01,Ongoing,112,9.89589286,22.17833273,0.3061592,,4,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,25-34,female,not_delivering,ad,10016,13596,1.35742812,"7-day click or 1-day view","Messaging conversations started",2,1101,550.5,2025-05-25,Ongoing,44,25.02272727,80.97969991,0.46337158,,2,,,,,2023-07-20,2026-08-19
"Ad set 1",6953152264197,18-24,female,not_delivering,ad,27968,43335,1.54944937,"7-day click or 1-day view","Messaging conversations started",5,1087.65,217.53,2026-06-09,Ongoing,150,7.251,25.09865005,0.42921426,,5,,,,,2023-07-20,2026-08-19
"SET2 - MBA",6729393133197,18-24,female,not_delivering,ad,14528,21115,1.45340033,"7-day click or 1-day view","Messaging conversations started",4,1067.62,266.905,2025-05-25,Ongoing,37,28.85459459,50.5621596,0.3599337,,4,,,,,2023-07-20,2026-08-19
SET1,6790771111597,18-24,male,not_delivering,ad,15616,23033,1.47496158,"7-day click or 1-day view","Messaging conversations started",7,1067.19,152.45571429,2025-05-13,Ongoing,59,18.0879661,46.33308731,0.42547649,,7,,,,,2023-07-20,2026-08-19
SET1,6723531168397,18-24,female,not_delivering,ad,12344,21170,1.71500324,"7-day click or 1-day view","Messaging conversations started",9,1063.01,118.11222222,2025-05-19,Ongoing,59,18.01711864,50.21303732,0.46291923,,9,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,18-24,female,not_delivering,ad,20016,47481,2.37215228,"7-day click or 1-day view","Messaging conversations started",32,1045.45,32.6703125,2025-03-29,Ongoing,123,8.4995935,22.018281,0.62130115,,32,,,,,2023-07-20,2026-08-19
"ad set 1",6861114057597,45-54,female,not_delivering,ad,10496,18296,1.74314024,"7-day click or 1-day view","Messaging conversations started",9,1037.99,115.33222222,2026-01-31,Ongoing,74,14.02689189,56.73316572,0.60122431,,9,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,18-24,male,active,ad,34784,53394,1.5350161,"7-day click or 1-day view","Messaging conversations started",8,1035.39,129.42375,2026-07-01,Ongoing,116,8.92577586,19.39150466,0.27531183,,8,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6804632076397,25-34,female,not_delivering,ad,19072,27320,1.43246644,"7-day click or 1-day view","Messaging conversations started",8,1035.23,129.40375,2025-09-07,Ongoing,81,12.78061728,37.89275256,0.3806735,,8,,,,,2023-07-20,2026-08-19
SET1,6699121269397,25-34,male,not_delivering,ad,17920,33639,1.87717634,"7-day click or 1-day view","Messaging conversations started",4,1023.77,255.9425,2025-05-01,Ongoing,81,12.6391358,30.43402004,0.32105592,,4,,,,,2023-07-20,2026-08-19
"ad set 1",6988775707397,18-24,female,not_delivering,ad,37248,53283,1.43049291,"7-day click or 1-day view","Messaging conversations started",10,1012.71,101.271,2026-08-05,Ongoing,169,5.99236686,19.00624965,0.37347747,,10,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6805961224197,25-34,female,not_delivering,ad,9616,14461,1.50384775,"7-day click or 1-day view","Messaging conversations started",8,1005.5,125.6875,2025-09-07,Ongoing,41,24.52439024,69.53184427,0.52555148,,8,,,,,2023-07-20,2026-08-19
"Ads - Punjab",6915640775197,18-24,female,not_delivering,ad,27072,37454,1.38349586,"7-day click or 1-day view","Messaging conversations started",14,991.14,70.79571429,2026-04-27,Ongoing,112,8.84946429,26.46286111,0.38447162,,14,,,,,2023-07-20,2026-08-19
"Ad set 1",6981899481397,25-34,female,active,ad,19584,26523,1.35431985,"7-day click or 1-day view","Messaging conversations started",6,988.37,164.72833333,2026-07-01,Ongoing,89,11.1052809,37.26463824,0.40719376,,6,,,,,2023-07-20,2026-08-19
"New Engagement ad set",6642089283997,25-34,female,not_delivering,ad,13136,28669,2.18247564,"7-day click or 1-day view","Messaging conversations started",23,965.62,41.98347826,2025-03-29,Ongoing,84,11.49547619,33.68167707,0.68366528,,23,,,,,2023-07-20,2026-08-19
"New Engagement ad set - City",6830723550797,18-24,male,not_delivering,ad,21120,31072,1.47121212,"7-day click or 1-day view","Messaging conversations started",3,954.92,318.30666667,2025-11-18,Ongoing,112,8.52607143,30.73249228,0.46987642,,3,,,,,2023-07-20,2026-08-19
